id_a,id_b,rerank_score,kept_by_rerank
DF0009_00014_01,DF0009_00039_01,0.17250330885724954,False
DF0009_00014_01,DF0009_00032_01,0.17601049646086714,False
DF0009_00014_01,DF0403_00032_02,0.1708161995817074,False
DF0009_00014_01,DF0009_00032_02,0.17557438950641668,False
DF0009_00014_01,DF2583_00056_02,0.16484331412225395,False
DF0009_00014_01,DF2583_00017_01,0.1731229882816278,False
DF0009_00014_01,DF2583_00014_01,0.16859427439637714,False
DF0009_00014_01,DF1322_00021_01,0.1681047718436666,False
DF0009_00014_01,DF2583_00021_01,0.1702010894928785,False
DF0009_00014_01,DF2583_00023_01,0.19237930363332859,False
DF0009_00014_01,DF0459_00010_01,0.14896231013471983,False
DF0009_00014_01,DF1759_00083_01,0.1442208572776758,False
DF0009_00014_01,DF1185_00052_01,0.16714159519074873,False
DF0009_00014_01,DF1322_00019_01,0.16684246056713245,False
DF0009_00014_01,DF2583_00015_01,0.16308903028619331,False
DF0009_00014_01,DF1898_00023_01,0.1683946626070732,False
DF0009_00014_01,DF1176_00033_01,0.1361512382798836,False
DF0009_00017_01,DF0542_00010_01,0.44974055235364957,False
DF0009_00017_01,DF1898_00030_01,0.3710571092434409,False
DF0009_00017_01,DF0459_00011_01,0.34595357682717554,False
DF0009_00017_01,DF1759_00118_01,0.19663118767803597,False
DF0009_00017_01,DF1898_00053_01,0.14780655083253863,False
DF0009_00017_01,DF1898_00029_01,0.15494694583154223,False
DF0009_00017_01,DF0542_00009_01,0.15494694583154223,False
DF0009_00017_01,DF0298_00014_01,0.18997083143050758,False
DF0009_00017_01,DF1322_00019_01,0.18036858185510335,False
DF0009_00017_01,DF1759_00083_01,0.13064315619160394,False
DF0009_00017_01,DF1759_00089_01,0.2366392039277268,False
DF0009_00017_01,DF0459_00010_01,0.15078482556805622,False
DF0009_00017_01,DF0009_00014_01,0.19955473230763124,False
DF0009_00017_01,DF1322_00023_01,0.13735229821522416,False
DF0009_00017_01,DF1759_00054_01,0.15956038201418107,False
DF0009_00017_01,DF0298_00030_01,0.3941873051917127,False
DF0009_00017_01,DF1322_00021_01,0.15584815935090915,False
DF0009_00017_01,DF0009_00032_02,0.16281196682799398,False
DF0009_00017_01,DF0403_00027_02,0.05551326982245601,False
DF0009_00022_01,DF0298_00019_01,0.19172349258834695,False
DF0009_00022_01,DF1898_00037_01,0.18702150030481754,False
DF0009_00022_01,DF1322_00015_01,0.1802170138990238,False
DF0009_00022_01,DF0865_00036_01,0.17684684892984995,False
DF0009_00022_01,DF0542_00023_01,0.17612710821482042,False
DF0009_00022_01,DF0865_00037_01,0.1797015155504994,False
DF0009_00022_01,DF1898_00038_01,0.16489162798966311,False
DF0009_00022_01,DF0459_00022_01,0.1629187227842333,False
DF0009_00022_01,DF1322_00015_02,0.17274713738813538,False
DF0009_00022_01,DF1898_00053_01,0.15450165303580732,False
DF0009_00022_01,DF1898_00040_01,0.15653209074758745,False
DF0009_00022_01,DF0298_00038_01,0.15524052662782362,False
DF0009_00022_01,DF0865_00048_01,0.15925578515550015,False
DF0009_00022_01,DF0542_00026_01,0.13638725773781457,False
DF0009_00022_01,DF1759_00164_01,0.17104239019863532,False
DF0009_00025_01,DF0865_00041_01,0.9594906188705219,True
DF0009_00025_01,DF0542_00023_01,0.17072978559993796,False
DF0009_00025_01,DF0459_00022_01,0.16333052380135235,False
DF0009_00025_01,DF0865_00044_01,0.4701430067640421,False
DF0009_00025_01,DF0865_00042_01,0.671503639629662,True
DF0009_00025_01,DF0865_00036_01,0.16102307319009312,False
DF0009_00025_01,DF1898_00037_01,0.1537228144202552,False
DF0009_00025_01,DF2583_00032_03,0.17904414526316648,False
DF0009_00025_01,DF1322_00015_02,0.17096868936914175,False
DF0009_00025_01,DF1322_00015_01,0.1573786109626736,False
DF0009_00025_01,DF2583_00035_01,0.17579752965677228,False
DF0009_00025_01,DF0009_00022_01,0.16013416695133562,False
DF0009_00025_01,DF0403_00027_02,0.1564814171262485,False
DF0009_00025_01,DF0403_00019_03,0.157094692133784,False
DF0009_00025_01,DF2583_00032_01,0.1446804789508322,False
DF0009_00025_01,DF1898_00053_01,0.14905283506189695,False
DF0009_00025_01,DF0403_00019_02,0.15347006532210444,False
DF0009_00025_01,DF1759_00164_01,0.18208469773811622,False
DF0009_00025_01,DF2583_00039_02,0.17779915465038956,False
DF0009_00025_01,DF0298_00019_01,0.15090579585657543,False
DF0009_00025_01,DF1185_00078_01,0.18083324692475497,False
DF0009_00025_01,DF0009_00017_01,0.011112274714233927,False
DF0009_00025_01,DF0865_00046_01,0.7193275010198336,True
DF0009_00025_01,DF2583_00033_01,0.17649716168911195,False
DF0009_00025_01,DF0298_00024_01,0.1991830587888425,False
DF0009_00025_01,DF1322_00013_01,0.16619777803149838,False
DF0009_00025_01,DF2583_00039_01,0.16742387886387278,False
DF0009_00025_01,DF0298_00029_01,0.14332260869462737,False
DF0009_00025_01,DF0459_00027_01,0.12136632520405358,False
DF0009_00025_01,DF0459_00023_01,0.1416496126140341,False
DF0009_00025_01,DF0865_00037_01,0.11095077500430872,False
DF0009_00025_01,DF0298_00038_01,0.14210719751583012,False
DF0009_00025_01,DF1759_00054_01,0.1488416266737651,False
DF0009_00028_01,DF1759_00083_01,0.34595357682717554,False
DF0009_00028_01,DF0459_00010_01,0.24227765143804444,False
DF0009_00028_01,DF0459_00031_01,0.1885528913219133,False
DF0009_00028_01,DF0298_00029_01,0.1713981627014207,False
DF0009_00028_01,DF2583_00025_01,0.18321353915702066,False
DF0009_00028_01,DF2583_00028_01,0.18696137283150682,False
DF0009_00028_01,DF0009_00036_01,0.16410847729530414,False
DF0009_00028_01,DF1759_00085_01,0.3002682887797465,False
DF0009_00028_01,DF1759_00118_01,0.19200181367852112,False
DF0009_00028_01,DF1898_00034_01,0.20576038249926187,False
DF0009_00028_01,DF1759_00089_01,0.3027097293321085,False
DF0009_00028_01,DF1176_00033_01,0.15758144333544177,False
DF0009_00028_01,DF0542_00009_01,0.1655426195820847,False
DF0009_00028_01,DF1898_00029_01,0.1655426195820847,False
DF0009_00028_01,DF2583_00028_02,0.1798127230399357,False
DF0009_00028_01,DF0542_00012_01,0.15283341102830172,False
DF0009_00028_01,DF1176_00036_01,0.15875838453227525,False
DF0009_00028_01,DF1759_00091_01,0.2010796297645632,False
DF0009_00028_01,DF0459_00013_01,0.18391829397932935,False
DF0009_00028_01,DF2583_00039_01,0.14025936314585052,False
DF0009_00032_01,DF0009_00032_02,0.3312558897034074,False
DF0009_00032_01,DF0009_00014_01,0.17548309562231929,False
DF0009_00032_01,DF0009_00039_01,0.19325244775548414,False
DF0009_00032_01,DF0865_00062_01,0.1945791213916105,False
DF0009_00032_01,DF0865_00063_01,0.19136544119588345,False
DF0009_00032_01,DF0403_00032_02,0.22171957690983915,False
DF0009_00032_01,DF0542_00033_01,0.17461554682142955,False
DF0009_00032_01,DF2583_00056_02,0.1484294349191512,False
DF0009_00032_01,DF2583_00017_01,0.15365203858405244,False
DF0009_00032_01,DF0298_00029_01,0.15263138263178191,False
DF0009_00032_01,DF1322_00021_01,0.15916949164076893,False
DF0009_00032_01,DF0459_00010_01,0.1744785247416856,False
DF0009_00032_01,DF1759_00140_01,0.1432627739991686,False
