node_a,node_b,score_mean,score_p75,score_max,pair_count,human_action,human_notes
L4_N0188902d,L4_N198738ba,0.1896914839744568,0.18976134061813354,0.1898311837816004,2,keep,
L4_N0188902d,L4_N32b417e2,0.18972423672676086,0.19118082523345947,0.1926374308670633,2,keep,
L4_N0188902d,L4_N3494c85c,0.6485379338264465,0.7037266492843628,0.7589153891154955,2,keep,
L4_N0188902d,L4_N3fa16235,0.19009748101234436,0.19102977216243744,0.1919620623386717,2,keep,
L4_N0188902d,L4_N6834f90a,0.18793731927871704,0.18831507861614227,0.1886928351038316,2,keep,
L4_N0188902d,L4_N832c0c49,0.6311067342758179,0.6877919435501099,0.7444771752738281,2,keep,
L4_N0188902d,L4_Na1c24377,0.4397524297237396,0.4397524297237396,0.4397524208827406,1,keep,
L4_N0188902d,L4_Naf94a663,0.189491868019104,0.1895817071199417,0.1896715458585588,2,keep,
L4_N0188902d,L4_Nb6b0ce83,0.45603835582733154,0.4827534258365631,0.5094685198196848,2,keep,
L4_N0188902d,L4_Nbc7f4787,0.1674078404903412,0.16858457028865814,0.1697613020020081,2,keep,
L4_N0188902d,L4_Nd3a9b4af,0.2902398109436035,0.2902398109436035,0.2902398205837366,1,keep,
L4_N0188902d,L4_Nf3f8f8c3,0.26987022161483765,0.28850439190864563,0.3071385328941811,2,keep,
L4_N08407b0e,L4_N1244f6cb,0.312305748462677,0.33052513003349304,0.3487444751266616,2,keep,
L4_N08407b0e,L4_N2d19c279,0.23594768345355988,0.23594768345355988,0.2359476765638454,1,keep,
L4_N08407b0e,L4_N31c774ef,0.19025002419948578,0.19025002419948578,0.1902500264383846,1,keep,
L4_N08407b0e,L4_N48c963e1,0.5370697975158691,0.5684465765953064,0.5998232751712886,2,keep,
L4_N08407b0e,L4_N6b11fc79,0.5888938903808594,0.6306005716323853,0.6723071692632687,2,keep,
L4_N08407b0e,L4_Na35a474b,0.6119588613510132,0.682296633720398,0.7526343805558713,2,keep,
L4_N08407b0e,L4_Nc0927f0b,0.19094741344451904,0.19094741344451904,0.1909474199937887,1,keep,
L4_N08407b0e,L4_Ne55e384d,0.29982396960258484,0.29982396960258484,0.2998239663684353,1,keep,
L4_N0d91d293,L4_N1244f6cb,0.19930046796798706,0.19930046796798706,0.1993004658964081,1,keep,
L4_N0d91d293,L4_N198738ba,0.1900506168603897,0.1900506168603897,0.1900506151186695,1,keep,
L4_N0d91d293,L4_N2d19c279,0.47448140382766724,0.497891366481781,0.5213013053545766,2,keep,
L4_N0d91d293,L4_N32b417e2,0.1879127472639084,0.1879127472639084,0.1879127512685227,1,keep,
L4_N0d91d293,L4_N3494c85c,0.2609148621559143,0.2609148621559143,0.2609148580021701,1,keep,
L4_N0d91d293,L4_N3ac13c17,0.7361581325531006,0.777665376663208,0.8191725463523238,2,keep,
L4_N0d91d293,L4_N3bc888c0,0.4541071951389313,0.490184485912323,0.5262617879511055,2,keep,
L4_N0d91d293,L4_N3fa16235,0.18825291097164154,0.18825291097164154,0.1882529062709482,1,keep,
L4_N0d91d293,L4_N48c963e1,0.2579546570777893,0.2579546570777893,0.257954651783879,1,keep,
L4_N0d91d293,L4_N5fc249ab,0.287330687046051,0.287330687046051,0.2873306830072179,1,keep,
L4_N0d91d293,L4_N6bcc2030,0.5903654098510742,0.666657567024231,0.7429497221270138,2,keep,
L4_N0d91d293,L4_N96f6c2a8,0.21788588166236877,0.21788588166236877,0.2178858837400634,1,keep,
