node_a,node_b,score_mean,score_p75,score_max,pair_count,human_action,human_notes
L3_N09522c48,L3_N0f65b0c3,-1.0,-1.0,-1.0,1,keep,
L3_N09522c48,L3_N2123971e,-1.0,-1.0,-1.0,1,keep,
L3_N09522c48,L3_N70eeee1d,-1.0,-1.0,-1.0,2,keep,
L3_N09522c48,L3_Na4101ee7,-1.0,-1.0,-1.0,1,keep,
L3_N09522c48,L3_Neafdb444,-1.0,-1.0,-1.0,1,keep,
L3_N09522c48,L3_Nfc162f8c,-1.0,-1.0,-1.0,2,keep,
L3_N0f65b0c3,L3_N2123971e,-1.0,-1.0,-1.0,2,keep,
L3_N0f65b0c3,L3_N60701309,-1.0,-1.0,-1.0,1,keep,
L3_N0f65b0c3,L3_N65606e29,-1.0,-1.0,-1.0,2,keep,
L3_N0f65b0c3,L3_N70eeee1d,-1.0,-1.0,-1.0,1,keep,
L3_N0f65b0c3,L3_N8b934feb,-1.0,-1.0,-1.0,2,keep,
L3_N0f65b0c3,L3_Na4101ee7,-1.0,-1.0,-1.0,2,keep,
L3_N0f65b0c3,L3_Nb0e7dd4f,-1.0,-1.0,-1.0,1,keep,
L3_N0f65b0c3,L3_Nc3d125b3,-1.0,-1.0,-1.0,1,keep,
L3_N0f65b0c3,L3_Nc92a3618,-1.0,-1.0,-1.0,1,keep,
L3_N0f65b0c3,L3_Nd290d812,-1.0,-1.0,-1.0,2,keep,
L3_N0f65b0c3,L3_Nd3c80123,-1.0,-1.0,-1.0,2,keep,
L3_N0f65b0c3,L3_Neafdb444,-1.0,-1.0,-1.0,1,keep,
L3_N0f65b0c3,L3_Nf3b017a0,-1.0,-1.0,-1.0,1,keep,
L3_N0f65b0c3,L3_Nff8b1407,-1.0,-1.0,-1.0,1,keep,
L3_N198ad664,L3_N48dcd88a,-1.0,-1.0,-1.0,2,keep,
L3_N198ad664,L3_N8283673b,-1.0,-1.0,-1.0,1,keep,
L3_N198ad664,L3_N82cdf37d,-1.0,-1.0,-1.0,1,keep,
L3_N198ad664,L3_N8b934feb,-1.0,-1.0,-1.0,2,keep,
L3_N198ad664,L3_N9815851a,-1.0,-1.0,-1.0,1,keep,
L3_N198ad664,L3_Nc97533ee,-1.0,-1.0,-1.0,2,keep,
L3_N198ad664,L3_Nce212504,-1.0,-1.0,-1.0,1,keep,
L3_N198ad664,L3_Nf3b017a0,-1.0,-1.0,-1.0,2,keep,
L3_N2123971e,L3_N4217ca37,-1.0,-1.0,-1.0,1,keep,
L3_N2123971e,L3_N43f95e79,-1.0,-1.0,-1.0,1,keep,
L3_N2123971e,L3_N47efd62f,-1.0,-1.0,-1.0,1,keep,
L3_N2123971e,L3_N56344298,-1.0,-1.0,-1.0,1,keep,
L3_N2123971e,L3_N60701309,-1.0,-1.0,-1.0,1,keep,
L3_N2123971e,L3_N6207c89d,-1.0,-1.0,-1.0,1,keep,
L3_N2123971e,L3_N65606e29,-1.0,-1.0,-1.0,1,keep,
L3_N2123971e,L3_N70eeee1d,-1.0,-1.0,-1.0,1,keep,
L3_N2123971e,L3_N8283673b,-1.0,-1.0,-1.0,1,keep,
L3_N2123971e,L3_N8b934feb,-1.0,-1.0,-1.0,2,keep,
L3_N2123971e,L3_Na4101ee7,-1.0,-1.0,-1.0,2,keep,
L3_N2123971e,L3_Nb0e7dd4f,-1.0,-1.0,-1.0,2,keep,
L3_N2123971e,L3_Nc3d125b3,-1.0,-1.0,-1.0,1,keep,
L3_N2123971e,L3_Nc92a3618,-1.0,-1.0,-1.0,1,keep,
L3_N2123971e,L3_Nce212504,-1.0,-1.0,-1.0,1,keep,
L3_N2123971e,L3_Nd290d812,-1.0,-1.0,-1.0,2,keep,
L3_N2123971e,L3_Nd3c80123,-1.0,-1.0,-1.0,2,keep,
L3_N2123971e,L3_Neafdb444,-1.0,-1.0,-1.0,1,keep,
L3_N2123971e,L3_Nf2262c1d,-1.0,-1.0,-1.0,1,keep,
